,SSC,variable,value
12688,Ridgewood (Qld),England,15
12689,Rifle Range,England,14
12690,Ringtail Creek,England,14
12691,Ringwood (Qld),England,3
12692,Riordanvale,England,13
12693,Ripley,England,28
12694,Rita Island,England,6
12695,River Heads,England,84
12696,River Ranch,England,8
12697,Riverhills,England,183
12698,Riverleigh,England,3
12699,Riverview (Qld),England,73
12700,Roadvale,England,12
12701,Robina,England,1422
12702,Rochedale South,England,529
12703,Rockhampton City,England,37
12704,Rocklea (Qld),England,47
12705,Rockmount,England,3
12706,Rocksberg,England,7
12707,Rockville,England,44
12708,Rocky Point (Douglas - Qld),England,3
12709,Rocky Point (Weipa - Qld),England,34
12710,Rockyview,England,31
12711,Rodds Bay,England,5
12712,Rolleston,England,4
12713,Roma,England,68
12714,Ropeley,England,4
12715,Rosedale (Qld),England,23
12716,Rosehill (Qld),England,4
12717,Rosemount,England,101
12718,Roseneath,England,3
12719,Rosenthal Heights,England,39
12720,Rosevale (Qld),England,9
12721,Rosewood (Qld),England,84
12722,Rosslea,England,43
12723,Rosslyn,England,19
12724,Rossville,England,17
12725,Rothwell,England,369
12726,Round Hill (Qld),England,4
12727,Rowes Bay,England,28
12728,Royston,England,28
12729,Rules Beach,England,8
12730,Runaway Bay,England,600
12731,Running Creek (Qld),England,7
12732,Runnymede (Qld),England,8
12733,Rural View,England,101
12734,Russell Island,England,169
12735,Sadliers Crossing,England,33
12736,Salisbury (Qld),England,168
12737,Samford Valley,England,239
12738,Samford Village,England,83
12739,Samsonvale,England,28
12740,Sandgate (Qld),England,277
12741,Sandiford,England,5
12742,Sandstone Point,England,312
12743,Sandy Creek (Qld),England,18
12744,Sandy Ridges,England,3
12745,Sarina,England,60
12746,Sarina Beach,England,9
12747,Sarina Range,England,3
12748,Saunders Beach,England,14
12749,Scarborough (Qld),England,655
12750,Scarness,England,175
12751,Scottville,England,4
12752,Scrub Creek,England,4
12753,Seaforth (Qld),England,17
12754,Seven Hills (Qld),England,82
12755,Seventeen Mile Rocks,England,114
12756,Seventeen Seventy,England,7
12757,Severnlea,England,16
12758,Shailer Park,England,667
12759,Shannonvale,England,6
12760,Sharon,England,33
12761,Shaw,England,14
12762,Sheep Station Creek,England,5
12763,Sheldon,England,107
12764,Shelly Beach (Sunshine Coast - Qld),England,32
12765,Sherwood (Qld),England,258
12766,Shoal Point,England,53
12767,Shorncliffe,England,114
12768,Shute Harbour,England,12
12769,Silkstone,England,96
12770,Silkwood,England,7
12771,Silver Ridge,England,7
12772,Silver Valley,England,3
12773,Silverdale (Qld),England,3
12774,Sinnamon Park,England,308
12775,Sippy Downs,England,616
12776,Slacks Creek,England,307
12777,Slade Point,England,84
12778,Sladevale,England,7
12779,Smithfield (Qld),England,244
12780,Smoky Creek,England,5
12781,Soldiers Hill (Qld),England,33
12782,South Bingera,England,23
12783,South Brisbane,England,277
12784,South East Nanango,England,11
12785,South Gladstone,England,78
12786,South Isis,England,21
12787,South Johnstone,England,6
12788,South Kolan,England,29
12789,South Mackay,England,107
12790,South Maclean,England,60
12791,South Mission Beach,England,33
12792,South Nanango,England,44
12793,South Ripley,England,17
12794,South Talwood,England,5
12795,South Toowoomba,England,100
12796,South Townsville,England,94
12797,Southbrook,England,9
12798,Southern Cross (Qld),England,3
12799,Southport (Qld),England,1257
12800,Southside,England,186
12801,Speewah,England,91
12802,Spring Creek (Lockyer Valley - Qld),England,14
12803,Springbrook,England,39
12804,Springfield (Ipswich - Qld),England,278
12805,Springfield Lakes,England,608
12806,Springsure,England,15
12807,Springwood (Qld),England,382
12808,St George (Qld),England,33
12809,St Helens (Fraser Coast - Qld),England,3
12810,St Helens Beach,England,5
12811,St Lawrence,England,8
12812,St Lucia,England,327
12813,Stafford,England,161
12814,Stafford Heights,England,177
12815,Stanmore (Qld),England,18
12816,Stanthorpe,England,173
12817,Stanwell,England,7
12818,Stapylton,England,13
12819,Steiglitz (Qld),England,25
12820,Stewarton (Qld),England,4
12821,Stockleigh,England,36
12822,Stony Creek (Qld),England,14
12823,Storm King,England,8
12824,Stoters Hill,England,5
12825,Stratford (Qld),England,66
12826,Strathdickie,England,31
12827,Strathpine,England,286
12828,Struck Oil,England,3
12829,Stuart (Qld),England,22
12830,Sugarloaf (Whitsunday - Qld),England,3
12831,Summerholm,England,29
12832,Sumner,England,17
12833,Sun Valley (Qld),England,30
12834,Sundown (Cassowary Coast - Qld),England,5
12835,Sunrise Beach,England,224
12836,Sunset,England,33
12837,Sunshine Acres,England,43
12838,Sunshine Beach,England,190
12839,Surfers Paradise,England,865
12840,Susan River,England,4
12841,Svensson Heights,England,64
12842,Swanfels,England,7
12843,Taabinga,England,10
12844,Taigum,England,203
12845,Takura,England,26
12846,Talegalla Weir,England,9
12847,Talgai,England,3
12848,Tallai,England,287
12849,Tallebudgera,England,234
12850,Tallebudgera Valley,England,98
12851,Tallegalla,England,6
12852,Tamaree,England,31
12853,Tambo,England,4
12854,Tamborine,England,256
12855,Tamborine Mountain,England,682
12856,Tamrookum,England,3
12857,Tamrookum Creek,England,3
12858,Tanah Merah,England,201
12859,Tanawha,England,77
12860,Tanby,England,8
12861,Tandur,England,6
12862,Tannum Sands,England,176
12863,Tannymorel,England,5
12864,Tara (Qld),England,42
12865,Tarampa,England,10
12866,Taranganba,England,67
12867,Taringa,England,270
12868,Taromeo,England,14
12869,Tarong,England,4
12870,Taroom,England,6
12871,Taroomball,England,22
12872,Tarragindi,England,324
12873,Tarzali,England,17
12874,Taylors Beach (Qld),England,9
12875,Teddington,England,3
12876,Teelah,England,3
12877,Telina,England,39
12878,Teneriffe,England,271
12879,Tennyson (Qld),England,36
12880,Tewantin,England,887
12881,Texas (Qld),England,15
12882,Thabeban,England,63
12883,Thagoona,England,30
12884,Thanes Creek,England,4
12885,Thangool,England,8
12886,Thargomindah,England,4
12887,The Caves,England,16
12888,The Dawn,England,29
12889,The Gap (Brisbane - Qld),England,1089
12890,The Gap (Mount Isa - Qld),England,15
12891,The Gemfields,England,71
12892,The Keppels,England,5
12893,The Leap,England,15
12894,The Mine,England,6
12895,The Palms,England,47
12896,The Range (Qld),England,113
12897,The Summit,England,14
12898,Theebine,England,5
12899,Theodore (Qld),England,5
12900,Thorndale,England,3
12901,Thorneside,England,197
12902,Thornlands,England,1310
12903,Thornton (Qld),England,8
12904,Thulimbah,England,14
12905,Thuringowa Central,England,41
12906,Thursday Island,England,31
12907,Tiaro,England,24
12908,Tieri,England,12
12909,Tin Can Bay,England,133
12910,Tinana,England,151
12911,Tinana South,England,10
12912,Tinaroo,England,12
12913,Tinbeerwah,England,96
12914,Tingalpa,England,283
12915,Tingoora,England,8
12916,Tivoli,England,45
12917,Tolga,England,87
12918,Toll,England,14
12919,Toogoolawah,England,41
12920,Toogoom,England,113
12921,Toolakea,England,10
12922,Toolburra,England,3
12923,Toolooa,England,22
12924,Toomulla,England,6
12925,Toorbul,England,31
12926,Toowong,England,392
12927,Toowoomba City,England,43
12928,Top Camp,England,33
12929,Topaz,England,5
12930,Torbanlea,England,26
12931,Torquay (Qld),England,350
12932,Torrington (Qld),England,10
12933,Towen Mountain,England,16
12934,Towers Hill,England,5
12935,Townsville City,England,124
12936,Townview,England,26
12937,Traveston,England,23
12938,Trebonne,England,3
12939,Trinity Beach,England,385
12940,Trinity Park,England,182
12941,Trunding,England,11
12942,Tuan,England,6
12943,Tuchekoi,England,10
12944,Tugun,England,231
12945,Tully,England,50
12946,Tully Heads,England,6
12947,Tungamull,England,9
12948,Turkey Beach,England,3
12949,Twin Waters,England,264
12950,Two Mile,England,7
12951,Umagico,England,4
12952,Undullah,England,3
12953,Upper Barron,England,9
12954,Upper Brookfield,England,48
12955,Upper Caboolture,England,165
12956,Upper Coomera,England,1268
12957,Upper Flagstone,England,6
12958,Upper Kandanga,England,8
12959,Upper Kedron,England,167
12960,Upper Lockyer,England,18
12961,Upper Mount Gravatt,England,236
12962,Urangan,England,588
12963,Urraween,England,531
12964,Utchee Creek,England,6
12965,Valdora,England,31
12966,Vale View,England,11
12967,Valentine Plains,England,3
12968,Varsity Lakes,England,649
12969,Vasa Views,England,6
12970,Veresdale,England,16
12971,Veresdale Scrub,England,12
12972,Vernor,England,4
12973,Verrierdale,England,51
12974,Veteran,England,44
12975,Victoria Plains,England,3
12976,Victoria Plantation,England,4
12977,Victoria Point (Qld),England,1094
12978,Victory Heights (Qld),England,12
12979,Villeneuve,England,9
12980,Vincent,England,29
12981,Virginia (Qld),England,63
12982,Wacol,England,67
12983,Wakerley,England,465
12984,Walkamin,England,7
12985,Walkers Point,England,4
12986,Walkerston,England,38
12987,Walkervale,England,75
12988,Wallangarra,England,8
12989,Wallaville,England,13
12990,Walligan,England,19
12991,Walloon,England,51
12992,Wallu,England,6
12993,Wallumbilla,England,3
12994,Walmul,England,4
12995,Walterhall,England,4
12996,Wamuran,England,143
12997,Wamuran Basin,England,4
12998,Wandal,England,65
12999,Wandoan,England,4
13000,Wangan,England,18
13001,Wanora,England,12
13002,Warana,England,127
13003,Warner,England,459
13004,Warrami,England,4
13005,Warrill View,England,3
13006,Warwick (Qld),England,249
13007,Waterford (Qld),England,235
13008,Waterford West,England,288
13009,Waterloo (Qld),England,4
13010,Watsonville,England,9
13011,Wattle Camp,England,12
13012,Wavell Heights,England,302
13013,Webb,England,3
13014,Welcome Creek,England,12
13015,Wellcamp,England,5
13016,Wellesley Islands,England,6
13017,Wellington Point,England,948
13018,Weranga,England,14
13019,West End (Brisbane - Qld),England,387
13020,West End (Townsville - Qld),England,139
13021,West Gladstone,England,115
13022,West Haldon,England,4
13023,West Ipswich,England,15
13024,West Mackay,England,82
13025,West Rockhampton,England,28
13026,West Stowe,England,4
13027,West Woombye,England,36
13028,Westbrook (Qld),England,49
13029,Westcourt,England,118
13030,Westlake,England,200
13031,Westwood (Qld),England,3
13032,Weyba Downs,England,20
13033,Wheatvale,England,4
13034,White Patch,England,16
13035,White Rock (Cairns - Qld),England,124
13036,Whiteside,England,52
13037,Whitfield (Qld),England,201
13038,Whitsundays,England,44
13039,Whyanbeel,England,5
13040,Widgee,England,24
13041,Wights Mountain,England,82
13042,Wilkesdale,England,3
13043,Willawong,England,10
13044,Willow Vale (Qld),England,121
13045,Willowbank,England,35
13046,Willows,England,7
13047,Wilsons Plains,England,4
13048,Wilsons Pocket,England,9
13049,Wilsonton,England,103
13050,Wilsonton Heights,England,37
13051,Wilston,England,137
13052,Windaroo,England,229
13053,Windsor (Qld),England,224
13054,Winfield,England,5
13055,Winston,England,12
13056,Winton (Qld),England,14
13057,Winwill,England,4
13058,Wishart (Qld),England,255
13059,Withcott,England,38
13060,Witheren,England,16
13061,Witta,England,95
13062,Wivenhoe Pocket,England,15
13063,Wolffdene,England,16
13064,Wolvi,England,13
13065,Womina,England,6
13066,Wonbah,England,9
13067,Wondai,England,57
13068,Wondecla,England,25
13069,Wondunna,England,110
13070,Wonga Beach,England,46
13071,Wongabel,England,10
13072,Wongaling Beach,England,82
13073,Wongawallan,England,90
13074,Wonglepong,England,21
13075,Woocoo,England,6
13076,Woodbury (Qld),England,13
13077,Woodend (Qld),England,33
13078,Wooderson,England,6
13079,Woodford (Qld),England,117
13080,Woodgate,England,57
13081,Woodhill (Qld),England,54
13082,Woodlands (Qld),England,6
13083,Woodridge (Qld),England,245
13084,Woodstock (Qld),England,13
13085,Woodwark,England,30
13086,Woody Point,England,272
13087,Woolloongabba,England,153
13088,Woolmar,England,8
13089,Woolooga,England,9
13090,Wooloowin,England,115
13091,Woombye,England,190
13092,Woongarra,England,18
13093,Woongoolba,England,3
13094,Woorim,England,115
13095,Wooroolin,England,10
13096,Wootha,England,14
13097,Woowoonga,England,5
13098,Woree,England,100
13099,Worongary,England,305
13100,Wowan,England,5
13101,Wulguru,England,74
13102,Wulkuraka,England,29
13103,Wurdong Heights,England,23
13104,Wurtulla,England,241
13105,Wutul,England,6
13106,Wyandra,England,3
13107,Wyberba,England,9
13108,Wycarbah,England,3
13109,Wynnum,England,706
13110,Wynnum West,England,489
13111,Wyreema,England,30
13112,Yabulu,England,21
13113,Yamanto,England,108
13114,Yandaran,England,16
13115,Yandina,England,105
13116,Yandina Creek,England,40
13117,Yangan,England,14
13118,Yaroomba,England,105
13119,Yarrabilba,England,86
13120,Yarraman (Qld),England,26
13121,Yarwun,England,4
13122,Yatala,England,63
13123,Yeerongpilly,England,62
13124,Yelarbon,England,3
13125,Yengarie,England,11
13126,Yeppoon,England,217
13127,Yeronga,England,215
13128,Yerra,England,4
13129,Yorkeys Knob,England,141
13130,Yowah,England,3
13131,Yugar,England,9
13132,Yungaburra,England,65
13133,Zillmere,England,211
13134,Zilzie,England,66
13135,No usual address (Qld),England,819
13136,Migratory - Offshore - Shipping (Qld),England,7
13137,Aberfoyle Park,England,1027
13138,Adelaide,England,511
13139,Albert Park (SA),England,29
13140,Alberton (SA),England,73
13141,Aldgate,England,293
13142,Aldinga,England,58
13143,Aldinga Beach,England,1113
13144,Alford,England,5
13145,Allenby Gardens,England,45
13146,Allendale East,England,3
13147,Allendale North,England,3
13148,Altona (SA),England,16
13149,American River,England,30
13150,Anangu Pitjantjatjara Yankunytjatjara,England,3
13151,Andamooka,England,9
13152,Andrews Farm,England,323
13153,Angas Valley,England,3
13154,Angaston,England,90
13155,Angle Park,England,34
13156,Angle Vale,England,271
13157,Annadale,England,4
13158,Appila,England,4
13159,Ardrossan,England,70
13160,Armagh,England,14
13161,Arno Bay,England,7
13162,Arthurton,England,3
13163,Ascot Park,England,97
13164,Ashbourne (SA),England,25
13165,Ashford (SA),England,30
13166,Ashton,England,28
13167,Athelstone,England,458
13168,Auburn (SA),England,39
13169,Auldana,England,17
13170,Avon (SA),England,5
13171,Back Valley,England,12
13172,Bagot Well,England,3
13173,Balaklava,England,78
13174,Balhannah,England,112
13175,Bangor (SA),England,4
13176,Banksia Park,England,331
13177,Barabba,England,3
13178,Barmera,England,109
13179,Barossa Goldfields,England,5
13180,Basket Range,England,29
13181,Bay Of Shoals,England,4
13182,Beachport,England,10
13183,Beaufort (SA),England,6
13184,Beaumont (SA),England,153
13185,Belair,England,444
13186,Bellevue Heights,England,206
13187,Belvidere,England,4
13188,Berri,England,128
13189,Beulah Park,England,75
13190,Beverley (SA),England,31
13191,Bibaringa,England,31
13192,Birdwood (SA),England,122
13193,Birkenhead,England,92
13194,Black Forest,England,72
13195,Black Hill (SA),England,3
13196,Black Point,England,4
13197,Blackfellows Creek,England,8
13198,Blackwood (SA),England,399
13199,Blakeview,England,553
13200,Blakiston,England,42
13201,Blanchetown,England,23
13202,Bletchley,England,3
13203,Blewitt Springs,England,29
13204,Blyth,England,14
13205,Boatswain Point,England,3
13206,Bolivar,England,29
13207,Booborowie,England,5
13208,Booleroo Centre,England,7
13209,Bordertown,England,29
13210,Borrika,England,3
13211,Boston,England,22
13212,Bowden,England,35
13213,Bower,England,3
13214,Bowhill,England,7
13215,Bowmans,England,4
13216,Bradbury (SA),England,21
